Hora,Dia,Temperatura,Umidade,Vento,CO,NO2
23,320,8.7,61.8,1.2,3.599,111.5
0,321,6.6,60.8,3.99,3.226,96.3
1,321,8.8,54.8,2.26,3.306,129.4
2,321,13.8,50.7,2.33,3.397,133.2
3,321,11.6,49.9,2.26,3.686,101.3
4,321,11.0,61.6,3.66,3.134,154.0
5,321,11.2,57.2,0.7,3.54,157.2
6,321,13.8,56.9,2.68,2.986,
7,321,10.3,52.8,4.47,2.733,140.5
8,321,12.0,49.1,1.13,2.58,109.4
9,321,12.3,61.1,3.26,2.195,111.6
10,321,13.2,56.2,2.05,1.989,139.9
11,321,10.8,61.3,2.39,1.199,82.4
12,321,6.7,56.1,5.48,0.465,84.8
13,321,9.2,56.1,0.52,1.229,63.6
14,321,5.0,62.1,4.15,1.561,85.7
15,321,2.1,63.0,2.28,0.1,68.2
16,321,3.5,63.0,2.21,0.64,71.3
17,321,6.2,56.7,1.33,0.468,62.7
18,321,3.5,62.0,4.13,,80.8
19,321,3.3,64.5,2.71,1.102,53.7
20,321,7.1,57.4,2.52,1.971,57.9
21,321,1.7,56.9,3.16,2.167,71.7
22,321,3.1,65.8,2.74,2.322,68.0
23,321,3.6,55.6,0.0,2.298,96.4
0,322,9.0,60.4,2.26,4.199,119.9
1,322,9.9,56.7,4.34,3.908,134.0
2,322,13.8,46.6,0.74,4.051,111.3
3,322,12.3,62.0,1.37,3.496,136.0
4,322,11.8,42.7,2.36,3.728,161.5
5,322,13.1,46.2,1.91,3.753,155.1
6,322,13.5,58.6,2.96,3.574,117.3
7,322,9.7,59.7,1.36,3.238,141.2
8,322,18.0,51.4,2.42,,127.5
9,322,12.8,56.9,2.93,1.159,113.0
10,322,11.2,44.0,3.97,1.321,102.5
11,322,10.8,60.3,4.87,1.539,129.2
12,322,9.7,58.3,2.61,0.499,86.3
13,322,6.7,57.8,5.83,0.931,86.3
14,322,4.5,58.8,2.72,1.359,77.9
15,322,5.9,60.7,4.24,1.002,75.9
16,322,4.7,58.4,5.9,0.643,57.2
17,322,1.8,50.1,3.21,0.436,67.0
18,322,6.1,69.2,0.94,,59.5
19,322,4.0,64.8,3.14,0.758,79.2
20,322,5.4,52.0,2.08,1.6,77.5
21,322,7.5,56.0,2.59,2.08,77.3
22,322,5.8,57.1,5.98,2.411,101.7
23,322,7.6,63.1,1.17,3.077,110.4
0,323,10.0,46.2,3.45,3.548,127.9
1,323,8.2,55.0,1.68,4.111,130.2
2,323,11.0,47.9,2.54,3.439,125.8
3,323,12.2,54.9,4.12,,140.6
4,323,10.8,54.4,3.48,3.317,131.6
5,323,17.8,55.0,2.66,3.831,162.0
6,323,10.6,53.8,2.03,3.479,166.8
7,323,10.6,53.1,3.47,3.1,148.7
8,323,15.3,58.5,5.56,2.617,153.4
9,323,13.3,58.3,1.65,2.39,142.0
10,323,8.8,60.1,5.87,0.457,95.5
11,323,10.9,55.8,4.8,0.515,105.4
12,323,11.3,53.7,5.05,0.386,64.6
13,323,7.0,57.3,3.46,0.756,82.6
14,323,11.1,59.2,4.76,0.1,48.3
15,323,1.4,48.7,1.49,0.624,63.4
16,323,5.4,60.3,2.0,0.872,41.1
17,323,5.9,59.8,4.15,0.1,68.4
18,323,5.2,58.8,3.44,0.56,49.7
19,323,3.1,58.3,2.78,1.945,84.1
20,323,3.5,46.1,0.75,2.376,76.6
21,323,5.7,56.1,2.35,1.946,50.6
22,323,7.5,66.7,1.24,2.422,82.0
23,323,8.3,57.6,3.74,1.825,82.5
0,324,10.6,55.3,2.71,4.256,122.3
1,324,7.8,57.8,2.06,3.632,146.7
2,324,10.6,58.6,6.96,4.272,162.8
3,324,10.2,60.2,4.56,3.422,132.0
4,324,12.1,55.2,4.58,3.619,123.3
5,324,15.4,57.5,6.3,3.694,134.8
6,324,13.7,64.3,4.2,3.896,156.2
7,324,18.6,59.5,1.84,3.45,141.9
8,324,13.2,67.7,1.67,2.567,108.0
9,324,12.2,53.1,4.45,1.858,112.2
10,324,11.2,65.0,0.09,1.342,128.1
11,324,8.5,53.5,2.88,0.938,101.5
12,324,8.4,59.2,0.26,1.158,92.3
13,324,9.5,60.8,3.15,1.421,80.6
14,324,6.2,55.6,4.28,0.171,59.8
15,324,3.4,59.4,3.42,0.893,
16,324,2.3,63.9,4.41,0.302,59.2
17,324,2.8,55.6,5.95,1.057,73.2
18,324,3.7,67.2,2.78,1.433,72.5
19,324,6.1,51.3,7.21,1.431,65.6
20,324,1.5,69.2,3.32,2.162,81.4
21,324,4.3,63.7,4.42,2.511,75.0
22,324,6.3,57.7,2.08,3.327,97.5
23,324,3.6,56.9,5.43,,129.5
0,325,7.0,55.4,4.56,3.963,119.8
1,325,8.6,56.7,5.21,3.57,120.2
2,325,9.6,56.9,3.08,3.447,132.6
3,325,12.6,62.5,1.12,4.165,125.4
4,325,12.7,66.0,3.69,2.634,135.6
5,325,12.4,57.3,0.45,4.097,175.4
6,325,14.5,51.4,2.5,2.756,125.4
7,325,16.9,52.2,3.29,3.535,148.3
8,325,16.3,54.2,6.57,3.217,137.8
9,325,8.3,52.3,3.48,1.024,110.7
10,325,12.3,50.4,3.21,,109.8
11,325,9.6,67.6,2.91,0.647,104.9
12,325,9.0,58.8,0.99,0.223,65.8
13,325,6.6,53.9,3.13,0.533,87.9
14,325,6.4,62.2,3.15,0.823,74.3
15,325,5.4,52.5,1.55,,42.6
16,325,3.2,53.6,1.22,0.78,67.5
17,325,2.0,55.4,2.28,0.1,53.7
18,325,2.7,67.4,3.1,1.079,47.7
19,325,4.3,57.5,2.31,0.78,61.2
20,325,5.5,46.1,1.42,1.349,47.8
21,325,6.8,64.0,3.43,1.818,66.7
22,325,5.2,56.9,3.81,3.09,96.5
23,325,7.9,48.4,3.18,3.36,80.5
0,326,10.7,55.2,2.16,3.743,100.2
1,326,12.4,58.9,3.89,3.229,105.0
2,326,11.2,58.7,2.71,3.591,132.1
3,326,11.9,65.4,1.22,3.253,140.4
4,326,13.5,51.7,4.55,4.234,134.9
5,326,11.3,56.8,3.53,4.421,138.9
6,326,13.4,52.5,2.82,3.476,146.8
7,326,15.1,47.8,0.64,3.513,145.8
8,326,14.4,60.1,1.88,2.523,120.7
9,326,11.8,58.8,6.03,0.857,
10,326,11.7,57.9,0.74,1.402,111.8
11,326,8.4,59.6,2.62,0.917,94.4
12,326,10.2,53.5,2.98,0.757,81.8
13,326,7.3,52.8,3.48,0.282,90.2
14,326,5.7,58.5,0.75,,80.5
15,326,4.5,64.4,3.26,0.1,33.7
16,326,4.3,66.7,0.47,1.92,62.8
17,326,3.1,63.1,3.15,0.1,45.3
18,326,5.1,58.6,2.02,1.686,66.7
19,326,3.2,60.4,1.7,1.401,74.4
20,326,7.6,57.8,4.25,2.117,59.1
21,326,8.2,52.4,2.65,2.718,84.8
22,326,4.5,58.8,3.71,2.62,116.7
23,326,7.6,51.0,3.76,2.448,97.2
0,327,7.6,57.1,4.9,2.986,99.4
1,327,9.6,65.3,1.19,3.873,106.5
2,327,15.4,59.5,4.38,3.885,126.5
3,327,11.8,51.8,3.02,3.243,117.5
4,327,14.0,55.4,2.43,4.434,144.4
5,327,14.8,51.4,1.28,2.476,141.9
6,327,11.9,56.1,3.91,2.89,139.5
7,327,12.0,61.6,1.62,2.436,126.1
8,327,10.8,60.0,3.78,2.326,102.4
9,327,10.7,69.2,5.89,2.134,135.0
10,327,5.7,64.2,4.47,,94.2
11,327,11.3,57.6,5.09,2.224,111.6
12,327,13.0,59.5,1.92,1.298,79.3
13,327,7.9,56.6,4.14,0.743,73.5
14,327,3.6,53.3,1.28,0.1,57.3
15,327,4.1,65.3,2.65,0.451,43.3
16,327,3.7,63.9,5.61,0.775,48.2
17,327,2.1,58.2,2.09,0.889,59.7
18,327,5.6,59.7,4.67,1.075,65.2
19,327,5.7,64.5,4.52,1.351,54.3
20,327,2.3,63.5,4.61,0.893,44.9
21,327,6.8,50.6,1.1,1.859,72.0
22,327,9.5,58.4,3.79,3.367,110.4
23,327,11.4,55.7,2.77,3.745,95.6
0,328,14.8,61.1,4.63,4.053,120.7
1,328,8.5,62.6,0.52,3.393,111.8
2,328,17.2,61.4,3.55,3.924,151.2
3,328,11.9,50.8,3.34,4.342,137.0
4,328,12.2,52.4,0.01,3.327,149.2
5,328,14.5,61.2,1.67,4.234,166.5
6,328,12.9,53.2,0.25,3.136,164.5
7,328,14.7,48.0,1.91,2.572,
8,328,10.7,59.4,3.82,2.21,107.1
9,328,12.1,53.6,3.29,1.398,132.7
10,328,14.1,64.7,3.25,,117.5
11,328,10.2,58.4,1.44,1.396,92.5
12,328,9.3,58.0,4.68,1.004,41.5
13,328,8.7,55.5,2.97,1.317,86.6
14,328,8.9,65.3,3.05,0.945,51.7
15,328,2.2,61.1,4.41,1.186,
16,328,5.9,56.2,1.51,1.491,71.6
17,328,3.7,54.9,3.34,1.11,66.9
18,328,4.4,58.3,3.64,1.28,86.5
19,328,6.3,53.2,2.18,2.258,68.0
20,328,2.3,64.4,3.98,0.542,44.8
21,328,3.5,49.9,3.72,1.882,91.4
22,328,2.7,58.5,2.85,1.608,86.7
23,328,6.7,61.1,2.8,3.394,100.7
0,329,11.9,58.2,3.79,3.105,111.5
1,329,10.2,53.3,4.18,5.033,132.4
2,329,9.0,60.6,3.09,3.381,139.2
3,329,11.8,52.0,4.68,3.639,162.9
4,329,10.5,56.7,3.99,3.26,127.7
5,329,11.8,59.7,0.32,3.422,149.5
6,329,15.0,57.8,0.89,2.846,115.5
7,329,11.7,53.1,4.77,1.922,112.1
8,329,15.7,61.3,2.63,1.505,129.5
9,329,12.6,56.7,3.25,2.258,122.7
10,329,11.9,60.2,4.71,1.222,90.6
11,329,9.9,64.7,2.99,2.155,109.4
12,329,10.7,62.4,3.06,0.347,96.7
13,329,9.5,62.8,1.7,1.613,66.7
14,329,7.4,58.8,3.55,1.3,104.2
15,329,6.8,61.9,3.88,1.124,78.6
16,329,4.4,59.7,2.13,,70.8
17,329,5.4,52.3,1.62,0.832,
18,329,3.5,60.5,6.94,1.309,89.3
19,329,4.4,60.0,2.86,1.08,76.3
20,329,4.3,61.6,1.97,2.083,69.3
21,329,4.7,57.9,4.06,2.129,91.4
22,329,5.3,54.6,2.92,2.215,76.2
23,329,8.8,60.6,1.37,3.453,102.6
0,330,12.0,49.8,3.72,3.858,140.6
1,330,13.0,63.4,1.72,3.44,128.0
2,330,9.3,56.0,5.36,3.658,141.5
3,330,15.4,56.6,3.74,2.749,146.3
4,330,13.0,58.9,2.58,3.201,146.2
5,330,15.4,58.3,3.16,3.333,130.1
6,330,12.5,49.2,4.35,3.18,166.7
7,330,14.4,59.8,3.28,3.285,149.6
8,330,14.3,57.2,6.18,2.208,136.9
9,330,9.9,53.9,4.7,1.988,121.9
10,330,13.0,52.3,3.73,1.511,126.8
11,330,13.3,54.3,1.59,1.699,133.5
12,330,9.0,50.8,2.78,1.085,85.2
13,330,10.8,65.4,3.72,0.483,93.0
14,330,6.5,65.5,1.77,0.47,70.2
15,330,7.5,60.0,4.94,0.715,36.0
16,330,0.6,58.7,1.54,1.447,47.4
17,330,9.3,56.2,2.04,,75.0
18,330,7.3,61.6,2.16,0.776,72.9
19,330,3.9,67.6,4.12,,67.8
20,330,1.1,56.8,1.79,1.535,80.9
21,330,6.4,52.5,0.3,2.658,124.2
22,330,3.9,66.6,4.63,2.446,97.4
23,330,8.9,48.4,2.33,3.843,106.7
0,331,10.3,51.9,1.4,4.285,121.0
1,331,8.9,56.1,1.87,3.689,149.2
2,331,14.2,47.9,5.58,3.538,111.3
3,331,14.6,61.2,2.01,4.254,162.3
4,331,15.8,59.6,2.81,4.371,149.9
5,331,14.3,52.8,2.33,3.869,135.2
6,331,11.6,62.9,1.15,3.062,118.9
7,331,16.3,62.4,1.89,2.774,158.9
8,331,13.3,55.5,1.05,2.074,113.9
9,331,10.2,54.7,4.43,1.846,120.6
10,331,14.7,66.9,3.15,2.043,100.8
11,331,15.0,59.1,6.72,1.434,131.6
12,331,9.4,58.5,1.94,1.59,97.4
13,331,12.5,63.1,1.71,1.765,69.7
14,331,7.2,59.4,5.3,0.1,59.6
15,331,5.2,55.9,4.59,0.537,85.1
16,331,3.9,59.2,3.58,,46.6
17,331,7.9,62.8,1.33,1.117,56.8
18,331,2.9,49.2,5.62,0.359,71.4
19,331,6.1,56.7,2.89,2.283,79.0
20,331,4.0,65.7,2.35,1.601,51.7
21,331,5.0,55.9,4.71,1.003,72.2
22,331,9.0,65.0,2.97,2.853,91.2
23,331,7.4,64.8,1.25,3.136,104.4
0,332,8.8,57.0,3.06,4.326,137.5
1,332,13.2,53.2,1.83,4.15,132.9
2,332,15.3,54.0,1.51,3.96,133.2
3,332,14.4,69.0,1.68,3.922,138.3
4,332,12.6,65.6,2.21,3.64,158.5
5,332,13.4,56.6,1.27,4.763,145.8
6,332,14.8,52.5,3.86,3.501,112.5
7,332,15.1,56.1,1.83,2.324,128.8
8,332,12.0,57.6,3.72,2.176,133.4
9,332,14.6,49.4,1.15,2.284,117.8
10,332,12.3,56.7,4.36,0.937,96.5
11,332,7.5,64.4,1.09,0.365,85.9
12,332,7.8,48.7,0.51,,93.4
13,332,7.3,61.9,4.86,0.1,53.8
14,332,7.0,64.8,1.72,1.303,88.0
15,332,9.9,54.2,5.64,0.468,23.5
16,332,5.8,66.7,3.85,0.334,
17,332,3.1,55.6,4.19,0.1,56.7
18,332,5.1,60.7,4.57,1.597,73.4
19,332,4.1,57.2,3.17,1.578,37.9
20,332,5.9,56.7,3.19,1.683,75.2
21,332,7.2,54.7,4.92,1.744,68.1
22,332,9.5,60.6,3.17,3.648,125.5
23,332,8.3,61.8,1.91,2.7,104.7
0,333,13.0,55.8,3.88,3.342,95.8
1,333,12.9,49.3,0.17,4.341,105.8
2,333,10.9,58.8,4.98,4.268,128.5
3,333,17.7,56.8,5.01,3.742,150.8
4,333,14.7,54.5,4.8,3.223,155.5
5,333,12.9,65.5,4.74,3.228,144.0
6,333,18.1,46.8,2.87,3.879,150.0
7,333,18.8,43.3,2.84,3.674,140.7
8,333,14.0,52.1,1.16,1.969,125.4
9,333,12.3,59.9,5.62,1.791,137.4
10,333,11.9,51.1,2.27,0.964,99.4
11,333,12.5,51.3,3.51,1.706,114.7
12,333,12.3,61.1,3.38,1.227,84.3
13,333,9.6,59.4,0.99,0.492,92.4
14,333,7.5,59.6,0.38,1.604,89.7
15,333,9.2,61.1,3.01,0.862,82.0
16,333,4.8,56.4,2.32,0.788,90.1
17,333,7.0,56.0,2.87,0.864,20.9
18,333,4.2,62.8,4.6,0.935,70.7
19,333,5.8,51.5,3.34,1.309,71.2
20,333,5.2,47.7,4.14,1.405,74.8
21,333,6.1,56.0,3.67,2.873,91.1
22,333,6.5,62.7,2.53,2.515,93.7
23,333,11.2,57.9,1.5,,108.8
0,334,8.4,61.8,3.4,3.28,126.4
1,334,9.7,47.0,3.13,4.315,143.3
2,334,16.7,56.6,4.37,4.459,139.2
3,334,15.4,58.6,2.77,3.761,136.0
4,334,9.5,50.4,2.55,4.165,147.9
5,334,13.6,60.2,2.66,3.579,138.6
6,334,11.3,56.1,1.62,2.791,164.6
7,334,12.8,71.5,5.17,2.343,113.3
8,334,8.0,46.7,4.71,2.685,144.1
9,334,13.2,62.9,1.18,3.263,145.0
10,334,10.1,55.0,4.21,1.558,102.6
11,334,11.3,48.5,0.23,1.25,104.7
12,334,6.7,55.4,4.48,0.561,104.6
13,334,8.8,58.8,1.96,0.434,71.6
14,334,6.6,63.2,3.54,0.168,86.4
15,334,9.4,65.8,0.11,0.635,81.9
16,334,8.4,64.6,1.2,0.927,52.6
17,334,6.7,53.2,3.7,0.913,43.5
18,334,4.3,64.4,1.95,1.134,63.8
19,334,9.1,59.2,1.74,1.712,49.5
20,334,2.5,56.0,5.09,1.924,29.7
21,334,3.6,57.9,6.32,1.752,69.0
22,334,7.2,54.3,4.41,2.527,122.9
23,334,13.1,56.2,1.36,3.441,99.9
0,335,9.7,53.5,5.65,3.952,125.2
1,335,11.0,51.6,0.66,3.667,134.9
2,335,9.7,59.5,2.54,4.026,134.6
3,335,15.5,58.5,3.08,3.558,131.8
4,335,16.3,54.2,5.89,3.734,161.8
5,335,16.5,61.9,4.37,3.769,147.3
6,335,13.8,54.6,2.3,3.812,146.8
7,335,13.5,54.4,1.58,2.78,148.7
8,335,11.8,59.8,4.5,1.654,107.1
9,335,13.8,55.2,2.2,1.757,99.8
10,335,10.4,57.3,3.33,1.982,90.4
11,335,9.0,44.7,0.95,2.387,120.2
12,335,9.2,57.3,3.85,1.23,89.8
13,335,7.8,48.5,3.73,0.1,85.6
14,335,6.5,51.9,1.14,1.113,76.9
15,335,7.5,51.1,4.55,0.1,39.2
16,335,5.9,53.0,3.83,0.404,52.7
17,335,4.7,55.9,4.11,0.806,72.5
18,335,5.4,55.9,2.43,1.395,60.0
19,335,3.2,62.3,3.27,1.412,82.9
20,335,5.9,59.3,3.1,1.616,63.4
21,335,6.8,48.4,2.78,2.913,98.7
22,335,4.6,59.0,3.26,2.326,61.5
23,335,10.8,58.4,4.88,3.686,105.7
0,336,8.4,55.8,4.61,2.544,99.6
1,336,11.7,56.2,1.23,3.998,106.8
2,336,15.0,56.4,4.48,3.19,143.6
3,336,15.6,59.1,4.79,3.35,125.1
4,336,14.6,47.7,2.77,3.53,130.1
5,336,14.3,54.5,3.76,4.209,170.6
6,336,17.1,62.4,3.74,3.946,151.9
7,336,16.4,62.2,1.73,3.54,156.1
8,336,13.3,60.3,2.43,2.51,105.5
9,336,12.2,59.0,4.13,1.97,108.9
10,336,8.6,65.7,2.26,2.148,147.8
11,336,11.8,66.0,4.46,1.486,115.4
12,336,10.0,56.3,4.96,0.753,71.4
13,336,11.2,51.8,4.72,1.402,89.6
14,336,8.4,56.1,5.97,0.734,57.4
15,336,9.3,72.7,2.86,0.837,88.1
16,336,4.5,50.8,3.27,0.335,23.3
17,336,7.7,55.3,3.48,0.651,61.7
18,336,4.2,51.7,2.91,0.938,63.3
19,336,6.9,58.5,3.81,1.738,51.7
20,336,3.0,53.1,0.43,2.452,74.4
21,336,7.1,57.3,3.31,1.624,80.7
22,336,3.7,49.1,0.93,1.808,56.4
23,336,8.4,60.6,1.56,2.797,81.0
0,337,11.2,62.7,4.1,3.211,
1,337,10.6,54.9,2.7,4.288,118.1
2,337,10.8,56.1,4.05,3.492,123.0
3,337,15.6,54.5,2.67,4.106,142.0
4,337,14.5,56.6,4.66,3.8,130.3
5,337,14.2,55.5,2.64,3.044,139.0
6,337,15.4,59.2,0.07,4.306,157.5
7,337,20.5,60.0,3.34,2.813,148.8
8,337,17.0,50.8,0.25,3.675,124.0
9,337,16.2,53.6,0.82,2.347,115.3
10,337,13.7,60.4,1.68,1.663,120.5
11,337,12.0,49.3,1.49,0.886,74.4
12,337,5.6,48.5,2.18,0.897,90.6
13,337,7.7,58.8,1.44,1.94,92.1
14,337,6.9,60.4,0.89,0.965,35.8
15,337,3.1,55.5,5.31,0.292,54.3
16,337,3.7,56.0,1.98,0.321,62.2
17,337,1.6,55.7,0.35,1.231,60.1
18,337,5.3,54.1,2.46,1.287,55.8
19,337,7.2,61.3,1.31,1.74,
20,337,8.2,51.6,1.67,2.422,
21,337,7.7,56.4,4.07,1.388,80.7
22,337,5.9,53.7,2.33,2.702,80.7
23,337,5.2,51.2,1.27,2.544,75.8
0,338,7.0,62.2,3.67,3.26,120.4
1,338,9.3,54.6,4.72,3.058,100.7
2,338,11.2,57.6,3.81,3.352,120.6
3,338,13.7,48.3,0.68,3.418,138.4
4,338,12.8,52.4,1.33,4.399,167.2
5,338,16.0,59.0,3.07,3.265,160.9
6,338,15.1,68.4,2.63,2.988,140.8
7,338,15.4,45.5,2.51,3.739,138.7
8,338,17.1,53.9,1.53,3.059,118.6
9,338,11.7,58.6,0.89,1.159,142.2
10,338,13.9,52.8,6.01,2.096,111.6
11,338,11.8,60.7,3.04,2.1,118.9
12,338,9.9,52.7,3.96,1.611,99.1
13,338,11.0,57.5,3.01,1.154,76.3
14,338,9.8,54.5,3.07,0.133,58.3
15,338,5.1,64.6,2.91,0.474,42.8
16,338,5.8,54.9,1.32,0.102,71.9
17,338,6.3,56.4,0.73,0.697,56.2
18,338,5.0,63.2,3.58,0.525,76.7
19,338,6.9,52.8,3.28,1.245,56.7
20,338,6.7,58.3,4.41,1.908,68.6
21,338,10.6,47.7,4.1,2.219,64.0
22,338,5.0,53.1,1.79,2.513,85.5
23,338,9.0,59.2,4.7,2.843,82.1
0,339,8.9,52.4,4.15,4.04,126.4
1,339,13.2,53.3,4.04,4.766,137.0
2,339,9.9,59.5,6.37,3.132,148.4
3,339,14.9,52.6,6.07,3.772,117.1
4,339,13.7,60.0,4.03,3.196,156.2
5,339,14.0,56.9,3.85,3.81,132.4
6,339,12.8,58.3,4.62,,142.7
7,339,14.6,61.8,2.12,,118.0
8,339,17.2,56.4,2.15,3.716,146.2
9,339,14.2,63.4,4.01,1.309,76.6
10,339,14.4,60.2,1.72,0.636,91.3
11,339,15.3,52.8,3.89,1.734,106.7
12,339,11.2,63.1,3.24,0.79,114.2
13,339,8.3,58.8,1.72,0.489,45.2
14,339,9.1,55.3,3.04,2.019,85.2
15,339,6.0,59.6,4.96,0.706,58.1
16,339,5.3,64.0,3.12,0.592,
17,339,2.8,61.4,3.13,0.364,37.8
18,339,7.5,66.9,3.49,1.439,57.3
19,339,5.1,63.9,3.69,0.562,63.6
20,339,6.7,60.6,2.5,1.756,72.9
21,339,5.1,53.4,3.53,2.202,61.1
22,339,9.0,56.4,1.43,3.104,68.5
23,339,7.9,58.0,1.8,3.151,110.0
0,340,10.5,60.3,1.99,3.244,109.5
1,340,13.9,59.0,3.7,4.213,154.1
2,340,14.9,56.4,3.24,3.094,120.7
3,340,14.3,56.3,2.8,3.763,156.0
4,340,11.6,60.1,4.04,3.251,146.7
5,340,21.6,49.2,3.57,4.341,164.7
6,340,19.3,62.7,2.57,3.29,149.4
7,340,17.1,44.6,1.45,3.385,149.6
8,340,13.7,63.2,1.77,2.743,99.0
9,340,14.1,55.5,0.8,1.39,111.6
10,340,12.2,61.3,3.21,1.57,100.7
11,340,14.6,57.4,1.71,0.681,113.6
12,340,11.4,58.3,2.26,1.255,77.5
13,340,8.0,60.4,2.81,0.323,
14,340,7.4,61.8,4.57,1.008,87.1
15,340,9.5,55.5,4.39,,68.1
16,340,9.7,62.3,2.92,0.475,61.3
17,340,9.1,51.9,4.9,1.453,82.2
18,340,7.3,57.8,0.02,1.119,65.1
19,340,5.5,62.5,5.82,1.684,59.7
20,340,0.0,65.0,4.04,1.76,52.2
21,340,7.9,59.9,3.15,2.216,88.2
22,340,8.3,55.5,1.66,2.27,76.1
23,340,9.8,61.5,2.34,3.887,107.5
0,341,11.1,53.3,3.91,3.676,
1,341,9.6,65.9,3.95,3.13,115.7
2,341,14.6,55.2,4.0,3.95,127.8
3,341,15.8,47.6,1.91,4.567,142.7
4,341,16.7,49.0,1.61,4.062,142.8
5,341,17.7,54.9,3.29,3.785,132.0
6,341,17.2,55.5,4.15,3.771,172.9
7,341,15.0,65.3,3.0,3.674,137.5
8,341,15.2,50.3,5.22,2.247,140.2
9,341,14.7,55.8,3.05,1.442,100.4
10,341,13.7,50.6,3.0,1.046,113.7
11,341,14.3,53.3,4.01,0.958,99.9
12,341,12.3,64.7,4.83,,84.4
13,341,13.8,50.2,0.98,0.324,78.1
14,341,12.9,59.1,1.32,1.938,90.6
15,341,7.6,59.7,2.53,0.926,64.6
16,341,-1.0,60.2,7.74,0.1,52.4
17,341,8.6,60.0,2.61,1.045,70.1
18,341,4.9,52.7,2.82,0.26,35.5
19,341,4.6,66.9,3.93,1.957,51.2
20,341,5.9,67.9,4.47,,64.7
21,341,6.6,58.3,3.25,2.577,54.4
22,341,9.7,69.2,4.75,1.779,57.6
23,341,6.6,56.0,1.21,3.01,129.4
0,342,9.0,59.3,1.85,4.148,144.7
1,342,13.1,63.2,4.74,2.794,107.1
2,342,14.9,53.2,3.02,3.867,148.7
3,342,16.0,48.3,1.11,4.467,161.4
4,342,13.9,47.8,1.02,4.158,154.6
5,342,14.0,66.1,1.78,3.667,144.5
6,342,15.1,52.8,3.0,3.515,154.5
7,342,16.5,54.1,3.7,2.603,147.0
8,342,18.4,48.9,2.51,3.709,152.7
9,342,10.6,61.6,3.58,,88.4
10,342,13.2,52.1,2.34,2.319,148.7
11,342,9.8,54.6,4.84,1.09,134.7
12,342,7.8,59.1,6.83,0.756,58.9
13,342,11.8,51.1,2.41,1.316,93.1
14,342,9.7,56.2,3.72,0.894,104.6
15,342,8.5,64.5,3.6,,75.8
16,342,8.7,59.5,3.21,0.636,75.6
17,342,5.4,59.0,3.98,0.1,30.4
18,342,5.3,59.5,3.72,0.932,71.2
19,342,10.7,54.8,2.29,2.01,74.7
20,342,6.3,68.1,4.97,2.051,86.2
21,342,9.1,53.2,3.3,2.639,69.6
22,342,8.7,58.5,2.42,2.001,68.9
23,342,6.2,58.7,6.66,2.37,93.8
0,343,7.2,62.9,2.83,3.009,104.4
1,343,11.4,62.1,3.38,3.008,115.5
2,343,15.9,55.1,3.26,3.55,123.3
3,343,16.4,56.5,2.81,4.006,138.3
4,343,17.5,56.4,3.67,4.546,141.4
5,343,14.2,44.4,1.73,3.168,139.9
6,343,19.5,46.2,3.89,2.833,117.0
7,343,14.2,52.7,0.36,2.83,145.0
8,343,16.1,52.4,1.05,2.937,139.3
9,343,14.8,49.6,5.74,2.459,106.9
10,343,13.5,59.7,1.12,1.83,133.2
11,343,15.3,55.4,0.06,1.025,85.6
12,343,9.9,56.0,1.15,0.501,102.8
13,343,7.3,51.5,5.61,0.47,81.9
14,343,8.8,57.1,0.31,1.41,94.1
15,343,7.0,44.8,1.57,1.634,77.8
16,343,13.7,55.1,0.81,0.681,69.3
17,343,7.8,58.0,2.59,1.093,76.8
18,343,5.5,59.6,2.35,0.714,85.8
19,343,4.4,50.9,2.28,1.085,78.0
20,343,3.2,60.2,5.78,1.02,70.9
21,343,5.7,53.1,1.2,2.318,61.7
22,343,9.0,53.2,2.85,2.414,52.9
23,343,12.9,59.7,3.51,,115.7
0,344,13.7,66.0,1.53,3.565,104.9
1,344,13.2,56.3,3.73,4.211,119.7
2,344,13.3,51.9,2.4,3.594,129.7
3,344,15.5,56.3,3.56,5.003,161.2
4,344,14.8,60.3,2.84,3.957,136.2
5,344,19.7,57.2,0.08,4.507,167.5
6,344,16.1,68.9,4.96,2.823,138.7
7,344,16.1,51.6,6.11,3.14,140.9
8,344,11.4,57.9,2.73,2.533,159.4
9,344,14.6,63.4,1.65,2.056,124.4
10,344,15.6,62.7,5.26,1.028,104.5
11,344,10.6,47.1,5.84,,103.8
12,344,10.0,57.0,2.75,0.8,115.0
13,344,11.8,63.9,2.67,1.326,84.8
14,344,6.0,72.7,2.88,0.398,75.6
15,344,10.0,60.5,0.49,0.1,58.2
16,344,6.1,56.3,2.56,1.037,62.8
17,344,5.9,53.2,5.57,1.273,56.4
18,344,4.2,69.8,2.75,0.293,44.5
19,344,7.4,61.4,1.44,2.672,103.2
20,344,12.1,52.1,3.75,2.856,74.3
21,344,9.5,56.1,2.0,2.279,58.5
22,344,7.2,59.4,2.9,2.201,88.9
23,344,12.4,59.0,1.1,4.048,128.0
0,345,11.0,52.2,1.45,2.982,
1,345,15.7,52.2,4.11,3.468,104.5
2,345,15.7,47.0,3.17,3.31,
3,345,9.3,62.4,1.84,,169.6
4,345,13.9,54.1,3.18,4.445,140.2
5,345,18.3,56.8,2.09,4.005,146.4
6,345,16.9,62.0,1.82,3.983,131.4
7,345,14.4,56.8,4.75,2.526,162.0
8,345,14.7,55.0,4.17,2.436,108.0
9,345,11.3,57.6,2.97,1.338,108.6
